Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.1455226883613093,0.1899717627935269,0.1063173214513033,0.0688456958443469,0.1897600999799643,0
0.1248630249070592,0.1401209524687927,0.1001791519636392,0.0648413003948324,0.1533061305211959,0
0.0105469464918721,0.0172739305064412,0.0295412682033752,0.0121071559286278,0.0083152876877539,0
0.0035414578044539,0.0054801952773896,0.0075651986964849,0.005959457136137,0.0045276644362807,0
0.007338629374673,0.0034070243529944,0.0058929851757319,0.0047631899582188,0.0053267319407288,0
0.0027011895760969,0.0100319784052677,6.396729182966965e-06,0.0,0.0054743615949208,1
0.0003087650761088,0.0017414107024954,0.0003943674555807,0.0027999914852322,0.0014262572666773,0
0.0031122087171653,0.0015710137964597,0.0,0.0,0.0014218091755382,2
0.0001283657934399,0.0,0.0004040852758409,0.0039313073132711,0.001236464581641,2
0.0,0.0,0.0,0.0050464953963745,0.0,4
0.0,0.0,0.0026669816803281,0.0,0.0019799903184261,3
0.004034222452898,0.0004629844540297,0.0,0.0,0.0,3
0.0007237386832087,0.0034897234361411,0.0,0.0,-3.3604385742908026e-05,3
0.0,0.0020584168231536,0.0,0.0,0.0017102891862484,3
0.0,0.0,0.0035018853257709,0.0,9.377660636269435e-05,3
0.0,0.0021376407525987,0.0009973253468281,0.0,0.0003112298969506,2
0.0012738927360898,0.0,0.0,0.0,0.0017169264759309,3
0.0005275687690811,-6.341953014333823e-05,0.0024702307784611,0.0,0.0,3
0.0013980062375756,0.0002810962499232,0.0,0.0,0.0010147641716845,2
0.0,0.0018035625675088,0.0,0.0,0.0008431949841342,3
0.0,0.0009823602862978,0.0,0.0,0.0015250730460019,3
0.0006213880462467,-0.0001097796146745,-0.0004061545086952,0.0,0.0022071889592457,3
0.0,-1.1851703730808572e-05,0.0,0.0022914017987512,-4.286292994833408e-05,4
0.0,0.0,0.0021081466741875,0.0,0.0001051496055658,3
0.0,0.0014113537773825,0.0,0.0,0.0008011533895289,3
0.0,0.0021785283636932,0.0,0.0,-0.0001437473793678,4
0.0,0.0,0.0,0.0019209261644844,0.0,4
0.00167100408185,0.0013332543744246,-0.0043064115692562,0.0,0.0032173082992719,2
0.0,-4.268323445691946e-05,0.0004307529244589,0.0,0.0014984965169172,3
0.0006784405124393,0.0004632493716699,0.0,0.0,0.0007444509184282,2
0.0,0.0010370006935271,0.0,0.0,0.0008401745828492,3
0.0,4.831685530559127e-05,0.0,0.0,0.0017541866133137,3
0.0,0.0,0.0017879549373615,0.0,0.0,4
0.0,0.0,0.0017615056580772,0.0,0.0,4
0.0,0.0001160409073183,0.0003724812588657,0.0,0.0012357817882542,2
0.0,0.0009194534716713,0.0,0.0001700215789363,0.0005362600117951,2
0.0,0.000109899518226,-1.9386982252667102e-05,0.0,0.0015007273129804,3
0.0,0.0008648668320655,0.0007219265968384,0.0,0.0,3
0.0,0.0007403140892918,0.0,0.0,0.0008274532563184,3
0.0010631591564372,7.525905900026552e-05,0.0003212631427177,0.0,0.0,2
0.0,0.0003750160678937,0.0002583979008265,0.0,0.0007899584258991,2
0.0,0.0001384036159478,0.0,0.0,0.0012565240345986,3
0.0021895791672318,-0.0001362480953072,0.0003117327326183,0.0,-0.0010368929533065,3
0.0,0.0013178036367208,0.0,0.0,0.0,4
0.0,0.0012411259090391,0.0,0.0,0.0,4
0.0,0.0009185900119549,0.0,0.0,0.0003103581177574,3
0.0,0.0011559634313202,0.0,0.0,0.0,4
-0.0003420854022782,0.001455080546215,0.0,0.0,0.0,4
0.0,0.0001297142077298,0.0,0.000962568649761,0.0,3
1.1699632225370403e-05,0.0,0.0010626361760499,0.0,0.0,4
0.0,0.0004359722337965,0.0,0.0,0.0005566934675356,3
0.0,0.0009775597731884,0.0,0.0,0.0,4
0.0,0.0011562100753679,0.0,0.0,-0.0002113987473555,4
0.0,0.0,0.0,0.00137778906413,-0.0005201180714562,4
0.0,3.615320058454885e-05,0.0005347341051116,0.0,0.0002795079046735,2
0.0008189500428939,0.0,0.0,0.0,0.0,4
0.0,0.0008161819047577,0.0,0.0,0.0,4
0.0,6.091658191170746e-06,0.0,0.0008076542135156,0.0,3
3.819893505412342e-05,4.738930391307017e-05,0.0,0.0,0.000710966525524,3
0.0,4.251875506963154e-05,0.0,0.0,0.0007364759098864,3
0.0,0.0007688193716881,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0007672237088228,4
0.0,0.0003200333633826,0.0,0.0,0.0004350687483606,3
0.0,0.0,-0.0007206052387909,0.0,0.0014512108110961,4
0.0,4.2950210109449215e-05,0.0,0.0,0.0006553880521444,3
0.0,0.0001104116328571,0.0,0.0,0.0005645374996157,3
0.0,4.166188013351446e-05,0.0006291323155056,0.0,0.0,3
0.0005857862491444,0.0,0.0,0.0,0.0,4
0.0,0.0005767209528928,0.0,0.0,0.0,4
0.0,-2.6436494483345064e-05,0.0,6.547481464169724e-06,0.000595675731799,3
0.0,0.0003313582946892,0.0,0.0,0.0002372056741869,3
0.0006314559211957,0.0001580991824538,0.0,0.0,-0.0002211037824825,3
0.0,-8.927476904434517e-05,0.0006488951973375,0.0,0.0,4
9.132130395582694e-05,-8.918246703182309e-06,0.0002356454497442,0.0,0.0002409264282537,3
-0.0004498917958793,-0.0004042278486157,0.0014098189775665,0.0,0.0,4
0.0004129294001461,0.0001346230154731,0.0,0.0,0.0,3
0.0,0.0,0.0005441921715144,0.0,0.0,4
0.0,-0.0001949056177337,0.0,0.0,0.0007242751756935,4
0.0,0.0001774585779187,0.0003502866680497,0.0,0.0,3
0.0,0.0,0.0005068439173477,0.0,0.0,4
0.0,0.0006944876058153,0.0,0.0,-0.0001947746304673,4
0.0,0.0005703189872535,0.0,0.0,-8.082513321996387e-05,4
0.0,-0.0001209118298246,0.0,0.0,0.0006093094827388,4
0.0,0.0,0.0,0.0,0.0004861114477092,4
0.0,0.0004843395181255,0.0,0.0,0.0,4
0.0,0.0004631356825409,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0004544336096999,4
0.0,0.0,0.0,0.0004113363127142,4.050834957964877e-05,3
0.0,0.0,0.0,0.0,0.0004516023568925,4
0.0,0.0,0.0004515011390593,0.0,0.0,4
0.0,0.0002015387851773,0.0002332385491211,0.0,0.0,3
0.0003949084605354,3.611135523789999e-05,0.0,0.0,0.0,3
0.0,0.0010509935643304,-0.000463773743477,0.0,-0.0001621870328605,4
0.0,9.325439589518702e-05,2.1278206148611645e-05,0.0,0.0003031082753936,2
0.0,0.0004072661084746,0.0,0.0,0.0,4
0.0,0.0014147238518402,-0.0010076856226064,0.0,0.0,4
0.0,0.0001547317912233,0.0,0.0,0.0002517829707355,3
0.0,0.0003963250140189,0.0,0.0,0.0,4
0.0,0.0003619902056184,0.0,0.0,0.0,4
0.0,0.0003501707835098,0.0,0.0,0.0,4
0.0,-5.428328959757312e-05,0.0,0.0,0.0003878130617075,4
0.0,0.0003329049275208,0.0,0.0,0.0,4
0.0,0.000315089930677,0.0,0.0,0.0,4
0.0,0.0001115904254624,0.0,0.0,0.0001894598626715,3
3.796571567210583e-05,0.0002963838060433,0.0,0.0,-3.5545181913226866e-05,4
0.0,0.0002932324297291,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0002907992869189,4
0.0002926131170981,-9.776153254986708e-06,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0002820016529177,4
-7.558201624456862e-05,0.0,0.0,0.0,0.0003472711091891,4
0.0,0.0002626558136351,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0002535102432161,4
0.0,0.0,0.0,0.0,0.0002493320812262,4
0.0,0.0001967239906481,0.0001588727734771,0.0,-0.0001118312879402,3
0.0001595159971676,0.0,-0.0006099163278402,0.0,0.0006922836411896,4
0.0,0.0,0.0002337090997798,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0002288897931682,4
0.0,0.0010257262992,-0.0002185461487372,0.0,-0.0005869386064272,4
0.0,0.0,0.0002194469100588,0.0,0.0,4
0.0002121198094576,0.0,0.0,0.0,0.0,5
0.0,9.633738801240188e-05,0.0,0.0,0.0001050256265383,3
0.0,0.0001944566796273,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0001930208954182,0.0,4
0.0,8.869309077699227e-05,0.0,0.0,9.434852879193769e-05,3
0.0001765786269502,0.0,0.0,0.0,0.0,5
0.0,0.0001758579629984,0.0,0.0,0.0,4
0.0001718367110498,0.0,0.0,0.0,0.0,5
0.0001569685352754,0.0,0.0,0.0,0.0,5
0.0001525746541913,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0001481089369088,4
0.0,0.0,0.0,0.0,0.0001449942824068,4
0.0,-3.187555691943622e-05,0.0001705190252639,0.0,0.0,4
0.0,0.0001254786087799,0.0,0.0,0.0,4
0.0,0.0001099123419611,0.0,0.0,8.371603549939266e-06,3
0.0,-5.601336110183652e-05,0.0,0.0,0.0001739008008029,4
0.0,0.0001150704540174,0.0,0.0,0.0,4
0.0,-0.0002420133388362,0.0,0.0,0.0003542511328498,4
0.0,0.0,0.0,0.0,0.0001042022362349,4
0.0,0.0,0.0,0.0,0.0001025023638626,4
0.0,8.946279986005167e-06,0.0,0.0,9.286578200104478e-05,3
0.0,0.0,0.0,0.0,0.000101324873169,4
9.643823238811856e-05,0.0,0.0,0.0,0.0,5
6.421637186648788e-05,0.0,0.0,0.0,2.09024965129534e-05,4
0.0,0.0,0.0,0.0,8.495596546226892e-05,4
0.0,5.437903889847217e-05,2.8863991609717757e-05,0.0,0.0,3
0.0,0.0,0.0,0.0,7.799461555991206e-05,4
0.0,7.412294770017258e-05,0.0,0.0,0.0,4
0.0,6.8123622123617e-05,0.0,0.0,0.0,4
0.0,6.780763081616903e-05,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,6.300059653531754e-05,4
0.0,5.266081676320589e-05,0.0,0.0,9.138159058613704e-06,3
0.0,0.0,0.0,0.0,5.9194956478869634e-05,4
0.0002324685866889,-0.0001744570493884,0.0,0.0,0.0,4
0.0,5.426738340514325e-05,0.0,0.0,0.0,4
0.0,4.883334354702229e-05,0.0,0.0,0.0,4
-5.791943975896885e-05,0.0,0.0,0.0,0.0001059145777103,4
0.0,4.579294117494359e-05,0.0,0.0,0.0,4
0.0,3.858500757630834e-05,0.0,0.0,0.0,4
0.0,0.0,3.540043813753391e-05,0.0,0.0,4
0.0,3.519573451613578e-05,0.0,0.0,0.0,4
0.0,3.516585004346151e-05,0.0,0.0,0.0,4
0.0,9.362393153634628e-05,0.0,0.0,-5.980386959923978e-05,4
0.0,3.113300055112012e-05,0.0,0.0,0.0,4
0.0001585882191295,-0.0001279843742845,0.0,0.0,0.0,5
0.0,0.0,2.991850084331782e-05,0.0,0.0,4
0.0,1.945995071346296e-05,0.0,0.0,0.0,4
0.0,1.907326561167433e-05,0.0,0.0,0.0,4
0.0,1.856328861543077e-05,0.0,0.0,0.0,4
1.7053530497179725e-05,0.0,0.0,0.0,0.0,5
0.0,1.3322074998972645e-05,0.0,0.0,0.0,4
0.0,1.2158133453743503e-05,0.0,0.0,0.0,4
0.0,9.741511291289084e-06,0.0,0.0,0.0,4
0.0,3.696818678250447e-06,0.0,0.0,0.0,4
0.0005263940863548,3.86071528182097e-05,-0.0004976439280109,0.0,-6.647868462549832e-05,3
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,-7.162501089841289e-07,5
0.0,-1.047946983540049e-06,0.0,0.0,0.0,5
0.0,-1.0597375109955288e-05,0.0,0.0,0.0,5
0.0,-1.183295004890117e-05,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,-1.4028612208755176e-05,5
0.0,1.387507338844185e-05,0.0,0.0,-3.502339756494832e-05,4
0.0,0.0,-2.165951865764626e-05,0.0,0.0,5
0.0,0.0004245733448451,0.0001118614859889,0.0,-0.0005640804745682,3
0.0,-2.8145473797897003e-05,0.0,0.0,0.0,5
0.0,0.0003972476013846,-0.0004258735264202,0.0,0.0,4
-2.9299093237167283e-05,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,-3.020231724575884e-05,5
0.0,-3.51143455548486e-05,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,-4.200474659991626e-05,5
0.0,0.0,0.0,0.0,-4.243376706146162e-05,5
0.0,0.0,0.0,-4.343887934640245e-05,0.0,5
0.0,0.0,0.0,-4.250452143016448e-05,-4.69656650043393e-06,5
0.0,-4.7622166745403535e-05,0.0,0.0,0.0,5
0.0,-4.92759186298819e-05,0.0,0.0,0.0,5
0.0,-4.9515109787745534e-05,0.0,0.0,0.0,5
-5.005131550733788e-05,0.0,0.0,0.0,0.0,5
0.0,0.0001068438618536,-0.0001573359618161,0.0,0.0,4
0.0,-5.470303131983045e-05,0.0,0.0,0.0,5
0.0,0.0,-5.88432389154403e-05,0.0,0.0,5
-4.3528641764600806e-05,0.0,-1.642417779499361e-05,0.0,0.0,5
0.0,0.0,0.0,0.0,-6.451362733041477e-05,5
0.0,0.0,0.0,0.0,-6.737364600729046e-05,5
0.0,-6.995660400076487e-05,0.0,0.0,0.0,5
0.0,-7.158284277314353e-05,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,-7.963674542845744e-05,5
0.0,-8.603568375000204e-05,0.0,0.0,0.0,5
0.0,0.0,-8.694836433926767e-05,0.0,0.0,5
0.0,-8.981983960206774e-05,0.0,0.0,0.0,5
0.0,-9.294768222512518e-05,0.0,0.0,0.0,5
0.0,-9.613273874323758e-05,0.0,0.0,0.0,5
0.0,-0.0001009419477154,0.0,0.0,0.0,5
0.0,0.0,-0.0001175706266924,0.0,0.0,5
0.0,-0.0002739737110308,-0.0003170404287368,0.0,0.000470550459589,4
-0.0001239267657154,0.0,0.0,0.0,0.0,5
0.0,0.0,-0.0001203860966578,0.0,-5.754243815975224e-06,5
0.0,0.0,0.0,0.0,-0.000128748192664,5
0.0,-0.0001412350630232,0.0,0.0,7.063693286146755e-06,4
0.0,0.0,0.0,0.0,-0.0001371329469298,5
-0.0001404227929294,0.0,0.0,0.0,0.0,5
-0.000101793809529,0.0,-5.271824699885075e-05,0.0,0.0,5
-0.0003459868096506,2.246401116335339e-05,0.0,0.0,0.0001663082015572,3
0.0,-0.0001673939943786,0.0,0.0,0.0,5
0.0,-8.518945755260354e-05,0.0,0.0,-8.224115237723817e-05,5
0.0,-0.0001724380585782,0.0,0.0,0.0,5
0.0,4.834931928349162e-06,0.0,0.0,-0.0001819001126758,4
0.0,-2.044123062111547e-05,0.0,0.0,-0.0001701194578141,5
0.0,5.931430479856892e-05,-0.0002590068561122,0.0,0.0,4
0.0,-0.0002003345782974,0.0,0.0,0.0,5
-0.0017382940314117,0.0003584080449902,0.0,0.0,0.0011789089607479,3
0.0,-0.0002337291312588,0.0,0.0,2.905235942709528e-05,4
0.0,0.0001216633379679,0.0,0.0,-0.00033399502608,4
0.0,0.0003228543308811,0.0,0.0,-0.0005352930182539,4
0.0,-1.846243069157372e-05,0.0,-0.0001940934271407,0.0,5
0.0,-1.4849468062649862e-05,0.0,0.0,-0.0002073940493851,5
0.0002139884111076,-0.0004438073296013,0.0,0.0,0.0,5
0.0,-0.0002317783193734,0.0,0.0,0.0,5
0.0,0.0002258783927503,0.0,0.0,-0.0004682680172135,4
0.0,0.0,0.0,0.0,-0.0002445963621526,5
4.712410484317697e-05,0.0,0.0,0.0,-0.0002949681947295,5
0.0005450743330824,3.899062084499194e-05,-0.0008351405076113,0.0,0.0,3
0.0,0.0,0.0,0.0,-0.0002612214319479,5
-0.0002012218495115,-6.479832442196631e-05,0.0,0.0,0.0,5
0.0,-0.0002678315009701,0.0,0.0,0.0,5
0.0,-0.0003183582586144,3.975211966735781e-05,0.0,0.0,4
0.0,-0.0007978619655051,0.0,0.0,0.0005183511031906,4
0.0,-0.0002933180884123,0.0,0.0,0.0,5
0.0,1.102733386046384e-05,0.0,0.0,-0.0003146527961858,4
0.0,0.0,-0.0003066994989082,0.0,0.0,5
0.0,-0.0003126044815015,0.0,0.0,0.0,5
0.0,1.758495243394109e-05,-0.0003303305439028,0.0,0.0,4
0.0,0.0,-0.000316027664559,0.0,0.0,5
0.0,0.0,0.0,0.0,-0.0003246356997223,5
-0.0002592420161635,0.0,-6.843065809912785e-05,0.0,0.0,5
0.0,-6.934866910859316e-05,-0.0002706828143638,0.0,0.0,5
-0.0011306096049779,0.0,0.0,0.0,0.000788508590131,4
0.0006806838576109,0.0001917214398913,0.0,0.0,-0.0012197095893644,3
0.0,0.0,-0.0003077090551956,0.0,-5.4471279915102586e-05,5
-0.0003935343156461,1.8960642647486423e-05,0.0,0.0,3.548331045077901e-06,3
-0.0001101175602534,-0.0002684219984809,0.0,0.0,0.0,5
0.0,-0.0003926507656412,0.0,0.0,0.0,5
-0.0003805227446767,-2.7046035673966573e-05,0.0,0.0,0.0,5
0.0002268114526312,-7.767248059530884e-05,-0.0005931534833742,0.0,0.0,5
0.0,-0.0004570057022002,0.0,0.0,0.0,5
9.641329196571346e-05,-3.47110078559032e-06,0.0,0.0,-0.0005599499298494,5
0.0,0.000290047250692,-0.0004288062175567,0.0,-0.0003287432515446,4
-0.0003429092263533,1.3870494988238446e-05,0.0,0.0,-0.0001466182948163,4
-0.0005073085534819,0.0,0.0,0.0,0.0,5
0.0,-0.0005581151498012,0.0,0.0,0.0,5
-0.0008413242350483,0.0002611792818343,0.0,0.0,1.3515810594771917e-05,3
0.0,0.0,-0.0006094641988682,0.0,0.0,5
0.0,-8.676388839068406e-06,0.0001318769448312,0.0,-0.0007349510684068,4
0.0,0.0,-0.000616932637126,0.0,0.0,5
0.0,-0.0002572839856747,-0.000382856184585,0.0,0.0,5
0.0,3.035562611899412e-05,0.0,-0.0006840718230566,0.0,4
0.0,0.0,0.0,0.0,-0.0007154561103057,5
0.0,-1.221182900796869e-05,-0.0007057376225036,0.0,0.0,5
0.0,0.0,0.0,0.0,-0.000748114489088,5
0.0,-0.0007543404731233,0.0,0.0,0.0,5
-0.0004550990113614,-0.0003138917452197,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,-0.0008287388346599,5
4.162680534190999e-05,-0.0001647157510632,0.0,0.0,-0.00070785363604,5
0.0,-0.0001787137930383,-0.0006944135264144,0.0,0.0,5
0.0,-0.0009066969966623,0.0,0.0,0.0,5
-0.0001577394120518,-0.0006273444713134,-0.00013741248424,0.0,0.0,5
0.0,-0.0003799711938055,0.0,-0.0002261636910438,-0.0003289203475293,5
0.0,-0.0010860647473217,0.0,0.0,0.0,5
-0.0005530556255703,0.0,-0.0011910590290292,0.0,0.0005585831770368,4
0.0,-0.0003855842904573,-0.0011421939279783,0.0,0.0,5
-0.0005511953693104,-0.001558538223623,0.0,0.0,-3.52543172337183e-05,5
0.0004066078587301,4.5869154813715786e-05,-0.0013342152777724,0.0,-0.0015299194427112,3
-0.0034932548525752,-4.59386332200995e-05,0.0003333001940192,0.0,0.0,4
-0.0027520409451131,-0.0013781025713963,0.0,0.0,-0.0001410395586544,5
